Materials,Piezoelectric_Modulus,Crystal_Symmetry,mp_id
Sm3Si6N11,1.478314657,tetragonal,mp-16995
K3SbO3,0.10882,cubic,mp-17250
La2TeO6,0.30244,orthorhombic,mp-17350
KGaS2,0,monoclinic,mp-17650
YGaO3,0.112166187,hexagonal,mp-17853
K6MnS4,0.322109185,hexagonal,mp-18244
K6MnTe4,0.227212942,hexagonal,mp-18246
Lu2Si2O7,0.09045,tetragonal,mp-18385
K6MnSe4,0.322388417,hexagonal,mp-18481
KPSe6,0.200803505,orthorhombic,mp-18625
Tl2MoO4,0.594203493,monoclinic,mp-18938
K3VO4,0.48354,tetragonal,mp-19052
HoMnO3,0.030515004,hexagonal,mp-19056
K3MnO4,0.90686,tetragonal,mp-19140
Li3VO4,1.458806307,orthorhombic,mp-19219
TiMnO3,3.810594511,trigonal,mp-19376
LiVO3,0,monoclinic,mp-19440
In2HgTe4,0.153963584,tetragonal,mp-19765
Mn(GaS2)2,0.164439007,tetragonal,mp-20025
LiInSe2,0.09831,tetragonal,mp-20187
Mn(GaSe2)2,0.097238172,tetragonal,mp-20261
LiInSe2,0.225639871,orthorhombic,mp-20310
Ga2PbO4,1.073001449,orthorhombic,mp-20496
K2Pb2O3,0.067866667,cubic,mp-20694
In2HgSe4,0.206869494,tetragonal,mp-20731
LiInTe2,0.02587,tetragonal,mp-20782
InPS4,0.274444178,tetragonal,mp-20790
GePtSe,0.417009325,orthorhombic,mp-20817
Zn(InTe2)2,0.103175667,tetragonal,mp-20832
Mn(PbO2)2,0.15943,tetragonal,mp-21823
Zn(InS2)2,1.19454194,trigonal,mp-22253
Sr2In2O5,1.040191842,orthorhombic,mp-22512
Mn(SbO3)2,0.115338811,trigonal,mp-22576
Zn(InSe2)2,0.144913293,tetragonal,mp-22607
K2PbO3,0.626280674,orthorhombic,mp-22756
LiIO3,1.35580878,hexagonal,mp-22955
TlIO3,1.624482188,trigonal,mp-22981
LiIO3,0.710548566,orthorhombic,mp-22994
In(IO3)3,1.000795048,hexagonal,mp-23400
LiH2N,0.276679031,tetragonal,mp-23702
LiMgH3,0.414314843,trigonal,mp-23736
H2SeO4,0.03937,orthorhombic,mp-23866
HIO3,0.48633,orthorhombic,mp-23963
HoHSe,0.493129196,hexagonal,mp-24012
H10SO8,0.096375,tetragonal,mp-24118
LiNiO2,1.865532397,orthorhombic,mp-25316
LiMnO2,0.823700798,monoclinic,mp-25542
LiNiO2,1.226507219,monoclinic,mp-25587
Mo(PO4)2,0.02227,orthorhombic,mp-26600
MnPO4,0.459551399,monoclinic,mp-26940
MnP2O7,0.334541997,monoclinic,mp-26982
MnP2O7,1.283465943,monoclinic,mp-27032
Hg2P2S7,0.64756889,monoclinic,mp-27171
RbIO3,1.075270872,trigonal,mp-27193
Ga2TeS2,0.165996678,tetragonal,mp-27255
Li7SbO6,0.668615541,trigonal,mp-27453
Na4P2O7,0.09464,orthorhombic,mp-27579
Na6PbO4,0.651455246,cubic,mp-27623
K3V5O14,1.006063186,trigonal,mp-27704
Zn2Ge3O8,8.47E-22,cubic,mp-27843
Zr3GeO8,2.518875,tetragonal,mp-27888
Si2H6O,0.02398,orthorhombic,mp-27949
H2SeO3,0.05544,orthorhombic,mp-27996
K2SnTe5,0,tetragonal,mp-28080
Si2H2S3,0.04388,tetragonal,mp-28090
LiGa5O8,2.82E-22,cubic,mp-28146
Na3ReO5,0.360845841,trigonal,mp-28205
Na5MnO4,0.409035177,orthorhombic,mp-28262
RbH3O2,0.52601,orthorhombic,mp-28264
Ga2TeSe2,0.137069268,tetragonal,mp-28423
H2Pb3O4,0.2265,tetragonal,mp-28475
Li8GeO6,0.184369803,hexagonal,mp-28548
K(SnSe2)2,0.286975472,monoclinic,mp-28769
YHSe,0.46409539,hexagonal,mp-28797
Li7TaO6,0.818451427,trigonal,mp-28891
Ta3TeI7,0.208163547,hexagonal,mp-29117
LaTlO3,1.549473018,hexagonal,mp-29257
Si2H6Se,0.01031,tetragonal,mp-29310
HS8N,0.041459471,orthorhombic,mp-29491
Hg2TeO3,0.699949794,orthorhombic,mp-29510
MgSiP2,0.33787,tetragonal,mp-2961
NaNO2,0.16159,orthorhombic,mp-2964
Nb3TeI7,0.22864492,hexagonal,mp-29689
ZnGeN2,0.59404387,orthorhombic,mp-2979
K2ReH9,0.248123761,hexagonal,mp-29877
Sr4I6O,0.118746363,hexagonal,mp-29910
K2ReI6,0,monoclinic,mp-30216
Sr2GeSe4,0.447413768,orthorhombic,mp-30293
Tl2ZnI4,0.590053509,monoclinic,mp-30532
La(NO2)3,0.205419793,trigonal,mp-30925
Ga3PO7,1.029136611,trigonal,mp-3107
Sm3GaO6,0.445206067,orthorhombic,mp-31110
Li3NbO4,0.04089,cubic,mp-31488
Hg2GeSe4,0.245716183,tetragonal,mp-3167
HgSO4,0.340782098,orthorhombic,mp-3228
NaGaO2,1.469616299,orthorhombic,mp-3338
TaGaO4,0.621385302,orthorhombic,mp-33508
Sr(LaSe2)2,0.166871076,tetragonal,mp-33569
Sr(GaTe2)2,0.08793,tetragonal,mp-33880
NbHO3,2.752536917,triclinic,mp-33932
Tm2MgS4,0.650495,tetragonal,mp-34116
Zn(InSe2)2,0.15907,tetragonal,mp-34169
Li7OsO6,0.514289449,triclinic,mp-34375
HoTaO4,0,tetragonal,mp-34380
H4IN,0.343785383,orthorhombic,mp-34381
Li2HN,0.516752078,orthorhombic,mp-34465
Zn(GaS2)2,0.080045,tetragonal,mp-34467
KNO2,0.166386443,monoclinic,mp-34857
KSnSb,0.405892566,hexagonal,mp-3486
MgGeP2,0.20245,tetragonal,mp-34903
Sr2H5Rh,0.41242806,tetragonal,mp-35152
PHN2,0.43024,orthorhombic,mp-35220
LiPN2,0.88534,tetragonal,mp-3524
Zn2GeSe4,0.06963,tetragonal,mp-35539
Li2HN,1.167302743,trigonal,mp-35695
Mg(InTe2)2,0.18586,tetragonal,mp-35777
Li4SiO4,0.826902622,triclinic,mp-35822
La5TlTe8,0.210282934,tetragonal,mp-35907
SiPN3,0.402389333,monoclinic,mp-36053
MnSiN2,1.015984337,orthorhombic,mp-3606
PNO,0.588430509,monoclinic,mp-36066
LiMgP,0.169446667,cubic,mp-36111
LiGaS2,0.265807679,orthorhombic,mp-3647
NaHS,0.397523456,trigonal,mp-36582
LiTaO3,4.395901014,trigonal,mp-3666
MgSiN2,1.611876063,orthorhombic,mp-3677
Sr(GdS2)2,0.543053742,tetragonal,mp-37183
Li5GaO4,0.018215,tetragonal,mp-37207
LiNbO3,5.159371527,trigonal,mp-3731
Li7NbO6,0.752098463,trigonal,mp-37399
Na4S2O5,4.344908593,triclinic,mp-37430
Li7SbO6,0.383256595,triclinic,mp-37436
La5TlSe8,0.296807797,tetragonal,mp-37829
Li7RuO6,0.615063539,triclinic,mp-37839
LiMgN,0.40982,cubic,mp-37906
KHS,0.16088615,trigonal,mp-38011
Mg(IO3)2,1.174947055,monoclinic,mp-38322
PNO,0.326155822,trigonal,mp-38975
Mg2PN3,2.710455144,orthorhombic,mp-3933
LaTaO4,2.333631008,orthorhombic,mp-3998
Li2Si2O5,1.113020463,orthorhombic,mp-4117
GaPO4,0.267090576,trigonal,mp-4122
HoNiSb,0.233743333,cubic,mp-4174
Ge2N2O,0.67118,orthorhombic,mp-4187
Na3PO4,0.45974,tetragonal,mp-4223
KNbO3,3.261983386,tetragonal,mp-4342
La4Se3O4,1.09605,orthorhombic,mp-4412
TlNO2,0.335968539,trigonal,mp-4453
Si2N2O,0.39372,orthorhombic,mp-4497
NaNbO3,5.784998628,trigonal,mp-4514
ZnGeP2,0.12876,tetragonal,mp-4524
Na2SiO3,0.580739503,orthorhombic,mp-4533
NaNbO3,4.50082,orthorhombic,mp-4681
K3TaO8,1.42177,tetragonal,mp-4690
Li2SiO3,1.229796554,orthorhombic,mp-5012
Mn(PO3)3,0.387995368,monoclinic,mp-504351
H7NO6,0.04458,orthorhombic,mp-504422
InHO2,1.178262083,orthorhombic,mp-504535
YInO3,0.036110004,hexagonal,mp-504607
LiGaTe2,0.0287,tetragonal,mp-5048
In2TeO6,0.234710151,trigonal,mp-504908
NaH9O5,0.01802,orthorhombic,mp-505077
K3NiO2,0.139,tetragonal,mp-505153
Na6MnS4,0.25425064,hexagonal,mp-5055
RbNO3,0.14537269,trigonal,mp-5073
K6HgS4,0.434986468,hexagonal,mp-5114
KNbO3,3.969048168,orthorhombic,mp-5246
Zn(GaS2)2,0.101481622,tetragonal,mp-5350
MnPO4,0.339257957,orthorhombic,mp-540118
Na3MoN3,0.644115217,monoclinic,mp-541291
KSO3,0.063985172,trigonal,mp-541581
Zn(InS2)2,1.224451164,trigonal,mp-541937
GaN5O14,0.274529489,monoclinic,mp-541950
La2MoO6,1.02136,tetragonal,mp-546007
NbI3O,2.136640415,monoclinic,mp-546285
KNO2,0.297538123,monoclinic,mp-546787
V2MoO8,1.953223642,orthorhombic,mp-546989
NbI2O,3.921081422,monoclinic,mp-549720
Li7MnN4,0.015036667,cubic,mp-5515
KIO3,1.499211471,trigonal,mp-552729
GaPO4,2.59197,orthorhombic,mp-553932
Na2Si2O5,0.066768077,orthorhombic,mp-554383
Li5ReO6,0.0156488,trigonal,mp-554540
Y3GaO6,0.519034321,orthorhombic,mp-554722
SrGeO3,0.207383821,hexagonal,mp-555731
Hg2SeO3,0.221209996,orthorhombic,mp-555918
GaN5O14,0.16093963,tetragonal,mp-557954
K3VO4,0.03435,cubic,mp-560869
GePb3O5,1.363083715,orthorhombic,mp-562283
Na6PbO5,3.676036093,tetragonal,mp-563025
Sr(Si3N4)2,1.336148712,orthorhombic,mp-567278
Ga(MoSe2)4,0.046099166,trigonal,mp-567394
Nb3TeI7,0.239368785,trigonal,mp-567713
HfGeTe4,0.558729377,orthorhombic,mp-567817
NaLi5N2,0.775338168,monoclinic,mp-569525
SrSi7N10,2.154867313,monoclinic,mp-570598
KPSe3,0.233623258,trigonal,mp-571452
Na2GeO3,0.955230831,orthorhombic,mp-5784
LiSi2N3,0.913963112,orthorhombic,mp-5853
LiGaO2,0.992442271,orthorhombic,mp-5854
NaHO,1.456907279,trigonal,mp-625051
H8PtO6,0.50208291,monoclinic,mp-625111
H8PtO6,8.753334657,triclinic,mp-625112
H8PtO6,1.023080496,triclinic,mp-625113
Re2H4O9,0.507288293,monoclinic,mp-625142
ScHO2,0.755898534,orthorhombic,mp-625150
ScHO2,2.472661003,triclinic,mp-625199
P(HO)3,0.502770409,orthorhombic,mp-625207
LiH3O2,0,triclinic,mp-625211
P(HO)3,0.21032,orthorhombic,mp-625231
Re2H4O9,1.773219939,monoclinic,mp-625238
P(HO)3,2.710366196,monoclinic,mp-625254
NdHO2,0.685209122,monoclinic,mp-625359
LuHO2,0.696355329,monoclinic,mp-625367
NaH9O5,0.084430509,monoclinic,mp-625378
NaH9O5,1.051182724,triclinic,mp-625455
H2SO4,0.835356129,monoclinic,mp-625475
Zn(HO)2,2.198541594,monoclinic,mp-625488
NaH9O5,0.236922656,triclinic,mp-625501
Mo(HO2)2,0.050283905,triclinic,mp-625576
Mn(HO)2,1.188355958,triclinic,mp-625671
H4N2O3,0.170498632,orthorhombic,mp-625686
H8N2O,0.55372125,monoclinic,mp-625819
Zn(HO)2,0.05934,orthorhombic,mp-625826
Zn(HO)2,0.21613,orthorhombic,mp-625830
Zn(HO)2,0.213237161,monoclinic,mp-625857
H5NO,0.11482,orthorhombic,mp-625924
H5NO,0.03322,orthorhombic,mp-625927
Te(HO)6,0.254685376,triclinic,mp-625993
NaHO,2.483503841,monoclinic,mp-625996
LiHO,0.85540973,orthorhombic,mp-625998
NaHO,1.051432125,monoclinic,mp-626000
Te(HO)6,0.263113663,triclinic,mp-626012
Si2H2O5,0.443994697,monoclinic,mp-626037
H7NO6,0.09067,orthorhombic,mp-626046
H7NO6,0.11517,orthorhombic,mp-626066
MnHO2,0.638497059,orthorhombic,mp-626068
Mg(HO)2,1.075042025,monoclinic,mp-626143
Mg(HO)2,0.48425245,trigonal,mp-626149
NaH9O5,0.456425343,triclinic,mp-626165
H4SO5,0.460414045,triclinic,mp-626229
H3NO4,0.042990377,orthorhombic,mp-626256
H3NO4,0.551445011,orthorhombic,mp-626259
H4SO5,0.042688855,monoclinic,mp-626448
NaHO,4.554694872,monoclinic,mp-626506
H3NO,0.538468942,monoclinic,mp-626534
H3NO,1.368586105,triclinic,mp-626543
NaH9O5,0.700520594,triclinic,mp-626554
Ti3H2O7,0.860354111,triclinic,mp-626566
RbHO,0.45414,orthorhombic,mp-626620
Mn(HO)2,1.409460021,monoclinic,mp-626701
KHO,0.274104811,monoclinic,mp-626716
RbHO,0.189427859,monoclinic,mp-626721
SrH4O3,0.288254014,monoclinic,mp-626727
SrH4O3,0.717409486,triclinic,mp-626750
SrH4O3,1.240466678,triclinic,mp-626755
KHO,0.3744,orthorhombic,mp-626785
ReH3O5,0.170365752,triclinic,mp-626799
ReH3O5,0.48460353,triclinic,mp-626800
H8PtO6,0.533579242,triclinic,mp-626835
Ni(HO)2,0.100053138,monoclinic,mp-626843
MgSiO3,0.237102063,orthorhombic,mp-642210
SrMgH4,0.767951502,orthorhombic,mp-643009
LiHS,0.39408,orthorhombic,mp-644271
LiHS,0.30175,orthorhombic,mp-644419
VMoO5,2.312964171,monoclinic,mp-674948
Li4MoO5,2.277704857,tetragonal,mp-675020
In4SnS8,0.345804225,trigonal,mp-675124
Li6I3N,0.747343903,monoclinic,mp-675488
Mn(InTe2)2,0.16314,tetragonal,mp-675577
KNO3,0.165628161,triclinic,mp-675625
Zn2GeS4,0.15075,tetragonal,mp-675748
Li5TiP3,0,monoclinic,mp-675800
Li7IN2,0.372505763,monoclinic,mp-675941
Ga5(PS)3,0.36298,orthorhombic,mp-676038
TlNO2,8.99421934,triclinic,mp-676400
Li2SO4,0.145665105,triclinic,mp-676723
KNO3,0.201393072,trigonal,mp-676851
Li11TiSb5,0.244046858,monoclinic,mp-677323
GaPO4,0.511056549,tetragonal,mp-677335
Li5SiP3,0.228901058,monoclinic,mp-685991
Li5TiN3,0.458899442,triclinic,mp-686129
Li5SiN3,1.181165409,triclinic,mp-686208
Li4WO5,6.627199451,tetragonal,mp-690542
MnSnO3,0.491475372,trigonal,mp-691106
KNO3,0.237403099,trigonal,mp-6920
PHN2,0.52364,orthorhombic,mp-697139
Zn(HO)2,0.17287,orthorhombic,mp-697146
K4MoO8,1.894390336,triclinic,mp-705676
H3NO4,0.559169861,orthorhombic,mp-706430
KNbO3,6.016268868,trigonal,mp-7375
RbNO3,0.185961401,trigonal,mp-752446
NbNO,4.701,tetragonal,mp-752463
TaIn3O7,0.27391,orthorhombic,mp-752535
KSnO2,0,triclinic,mp-752538
RbNO2,0.042613437,trigonal,mp-752580
LiSbO3,0.38425,cubic,mp-752636
TiGa2O5,0,monoclinic,mp-752733
Li2V3O6,0,monoclinic,mp-752965
La2Th2O7,0.618414378,tetragonal,mp-753156
Li2WS4,0.09025,tetragonal,mp-753195
HfTiO4,1.603990689,triclinic,mp-753197
TaGaO4,1.73621,orthorhombic,mp-753378
PNO,0.36018,orthorhombic,mp-753671
Na6MgO4,0.290352937,hexagonal,mp-753816
Pr3GaO6,0.434314929,orthorhombic,mp-753821
YHO2,1.093992815,orthorhombic,mp-754117
Na4MgO3,0.655170026,monoclinic,mp-754369
Li5SbS,0.00909,orthorhombic,mp-754496
ZrMnO3,1.14212851,trigonal,mp-754513
Zr3N2O3,0.961368685,orthorhombic,mp-754659
Hf2N2O,2.118505587,triclinic,mp-754833
Ga3NO3,0.093273446,hexagonal,mp-754929
Ti3N2O3,3.776931112,orthorhombic,mp-755047
Zr3N2O3,0.673950006,monoclinic,mp-755132
Zr2N2O,0.472602552,monoclinic,mp-755205
LiTeO3,1.968741079,orthorhombic,mp-755231
Ni(IO3)2,1.324307739,monoclinic,mp-755246
Li3NbS4,0.005206667,cubic,mp-755309
HoHO2,1.066071821,orthorhombic,mp-755543
LiNbO3,0,monoclinic,mp-755559
LiMnO2,2.508949846,monoclinic,mp-755562
Na4MnO4,0.361232532,monoclinic,mp-755816
Lu2Sb2O7,1.292848176,orthorhombic,mp-755867
LiSbS,0.150279403,triclinic,mp-756006
Li3SbS4,0.306519248,orthorhombic,mp-756316
Li5SbS4,0.692649344,orthorhombic,mp-756427
MnPO4,1.028363807,monoclinic,mp-756668
Mg2Mn3O8,0.747719566,trigonal,mp-756696
Li3SbO3,0.23635,cubic,mp-756935
LiSbO3,0,monoclinic,mp-756951
LiZnN,0.50861,cubic,mp-7575
Na5SbO5,0.127182175,monoclinic,mp-759876
Hf3N2O3,1.042861768,orthorhombic,mp-760360
Li3VS4,0.070793333,cubic,mp-760375
Li3SbS4,0.17642,tetragonal,mp-760415
Na4PtO4,0,monoclinic,mp-760492
PNO,0.135542028,monoclinic,mp-760506
Hf3N2O3,0.456404444,monoclinic,mp-761033
Hf3SnO8,0.483191916,monoclinic,mp-761842
Li3V2O6,1.899491762,triclinic,mp-762268
LiVO3,1.63354584,monoclinic,mp-763200
Zr4MnO9,1.910258616,triclinic,mp-763464
Li4Mn5O10,0.308241473,triclinic,mp-763609
Li5SbS,0,tetragonal,mp-767409
Li5SbS,0.066560412,monoclinic,mp-767471
Li3SbS4,0.819988883,monoclinic,mp-768269
Li3VS4,0.643435,tetragonal,mp-768440
Lu2WO6,0.68594,orthorhombic,mp-768502
K2Mg2O3,0.01824,tetragonal,mp-769025
ScGaO3,0.310138123,hexagonal,mp-769079
Mn3TeO6,1.043866378,trigonal,mp-770690
Mn3SnO8,9.46E-22,cubic,mp-770865
Na2Ge2O5,0.076361164,orthorhombic,mp-771248
Y2Hf2O7,0.076115,tetragonal,mp-771260
Sr3GeO5,0.392744719,tetragonal,mp-771411
Sm2Ge2O7,0.064755,tetragonal,mp-772840
Na2Ge2O5,0.376657116,orthorhombic,mp-772842
Li2VO3,0,triclinic,mp-774192
TiMnO4,1.134435,tetragonal,mp-775296
Mn3NiO8,7.34E-21,cubic,mp-775810
Li2SbS2,0.6678,orthorhombic,mp-776356
Ge2N2O,0.439624682,monoclinic,mp-777483
Ge2N2O,0.511554252,monoclinic,mp-778194
HfSO,0.6145,cubic,mp-7787
Ge2N2O,0.727132462,triclinic,mp-779457
MgGeN2,1.304862947,orthorhombic,mp-7798
Li2Ge2O5,0.664822409,orthorhombic,mp-7998
LiUO3,3.072738933,trigonal,mp-8007
Na3SbO3,0.042005134,cubic,mp-8076
Lu2Ge2O7,0.10183,tetragonal,mp-8346
Li3SbS4,0.00527,cubic,mp-850275
K2Sn2O3,0.026406667,cubic,mp-8624
SbIrS,0.01177,cubic,mp-8630
Li2WS4,0.05311,tetragonal,mp-867695
Li4TiS4,0.11194,tetragonal,mp-867699
Ge2N2O,0.535487947,orthorhombic,mp-867745
K3SbSe4,0.366260737,trigonal,mp-8704
NaSi2N3,0.403437968,orthorhombic,mp-8973
HfNiSn,0.148573333,cubic,mp-924128
SbIrS,0.16588,orthorhombic,mp-9270
MgScGa,0.546943333,cubic,mp-961665
LiZnP,0.19854,cubic,mp-961698
Sr2Si5N8,0.17892,orthorhombic,mp-9710
Li8SeN2,0.59709,tetragonal,mp-973793
KH8N3,0.10072,orthorhombic,mp-974267
K3SbS4,0.45396,orthorhombic,mp-9781
LaWN3,7.267482028,trigonal,mp-989524
YWN3,0.881729427,orthorhombic,mp-989617
SrWN3,1.710304681,triclinic,mp-989625
K3SbS4,0.679906667,cubic,mp-9911
LiZnSb,0.702685712,hexagonal,mp-9919
Mg(SbO3)2,1.871141926,orthorhombic,mvc-1621
MgTa2O6,5.387900039,orthorhombic,mvc-1623
Mg(SbO2)4,0.763810629,monoclinic,mvc-2858
Zn3Mo2O7,0.479676268,orthorhombic,mvc-3669
MoWO6,10.9177872,monoclinic,mvc-5693
Mg(SbO2)2,0.723144521,triclinic,mvc-6654
ZnMo2O7,0.733941165,monoclinic,mvc-7386
Mg2Ti3O8,1.600530337,hexagonal,mvc-7568
TmSbPd,1.24887,cubic,mp-1018118
Y(PO3)3,0.650945436,monoclinic,mp-1020797
Na2PdS2,0.09963,orthorhombic,mp-10223
Na6ZnSe4,0.441831693,hexagonal,mp-1024047
Na2PtS2,0.157325718,orthorhombic,mp-10246
NbTl3Se4,0.19552,cubic,mp-1025396
Tl3VSe4,0.23126,cubic,mp-1025549
ThSbRh,0.235966667,cubic,mp-10623
TaTl3Se4,0.376493333,cubic,mp-10644
Na3PSe4,0.59992,cubic,mp-1078419
Na2PdSe2,0.106307897,orthorhombic,mp-1078751
NbTl3S4,0.21719,cubic,mp-1091384
ScTeRh,0.133631526,cubic,mp-1100405
TaSnRh,0.434185949,cubic,mp-1100408
ZrSbRh,0.105326931,cubic,mp-1100415
PRhSe,0.08287,cubic,mp-1102531
SiPtSe,0.990089396,orthorhombic,mp-1103261
Y3TaO7,0.340664979,orthorhombic,mp-11321
YNiSb,0.402613333,cubic,mp-11520
Na3SbSe3,0.15423,cubic,mp-1193265
Rb3SbS3,0.09443,cubic,mp-1193319
Na3SbS3,0.20359,cubic,mp-1193673
Zr3Sb4Pt3,1.1017,cubic,mp-1207448
Rb2Pb2O3,0.03844,cubic,mp-1209489
SnPtSe,0.31334,cubic,mp-1218926
SbTeRh,0.12117,cubic,mp-1219458
PRhS,0.07951,cubic,mp-1219924
NaSrP,0.271613845,hexagonal,mp-13275
ZnSnO3,1.103298719,trigonal,mp-13334
SnPS3,1.494639398,monoclinic,mp-13923
SrNb6O16,4.833715048,orthorhombic,mp-14482
Na2PtSe2,0.20969927,orthorhombic,mp-14588
Si4P4Ru,0.174219678,triclinic,mp-14983
TeSeO4,1.750741725,orthorhombic,mp-1539101
TbSbPt,0.339003333,cubic,mp-16313
TmSbPt,0.50614,cubic,mp-16314
Y2TeO6,0.37565,orthorhombic,mp-17066
Rb3SbSe3,0.04754,cubic,mp-17912
Zr3Ni3Sb4,1.467113225,cubic,mp-17926
Zr(WO4)2,0.22949,cubic,mp-18778
ThSnPt,0.489706667,cubic,mp-19886
VPbO3,2.74812871,tetragonal,mp-20032
PPbS3,0,monoclinic,mp-20199
PPbSe3,0,monoclinic,mp-20316
ZrPbO3,2.707141123,orthorhombic,mp-20337
V(PO3)3,0.134856344,monoclinic,mp-20435
TiPbO3,3.633057217,tetragonal,mp-20459
Yb(NdS2)2,0.62033,orthorhombic,mp-20797
Rb2PbO3,3.38616186,orthorhombic,mp-21489
ThNiSn,0.707216667,cubic,mp-22786
Ti(SiO3)2,0,monoclinic,mp-25301
NiP2O7,0.137292965,monoclinic,mp-26232
Nb2Te3O11,0.24623,orthorhombic,mp-27322
Rb2SnO2,0.16241,orthorhombic,mp-27931
P(WO4)2,0.14871,orthorhombic,mp-28000
Na4SnTe4,0.72258,orthorhombic,mp-28108
Na4SnO3,0.531482975,monoclinic,mp-28261
Rb2SnTe5,0,tetragonal,mp-28520
Na4SnSe4,0.100565,tetragonal,mp-28768
Na3PS4,0.36398,tetragonal,mp-28782
Sb2WO6,7.067789985,monoclinic,mp-28918
NaPt2Se3,0.073055007,hexagonal,mp-28987
Tl3VO4,0.99322,orthorhombic,mp-29047
Ti3Zn2O8,1.69E-21,cubic,mp-29104
Si3P2Pt,0.443025928,triclinic,mp-29157
Re2PbO8,0.634409692,trigonal,mp-29305
NaSnP,0.526931054,hexagonal,mp-29529
Na4SnS4,0.1422,tetragonal,mp-29628
VRe2O9,0.396594661,orthorhombic,mp-29931
Pr4Se3O4,1.07536,orthorhombic,mp-30192
Na10SrSn12,0.171888401,cubic,mp-30253
Sr2SnS4,0.61852,orthorhombic,mp-30294
Zn3(PS4)2,0.079867711,tetragonal,mp-30311
Y2P4O13,0.002451739,orthorhombic,mp-30321
Y2WO6,0.62055,orthorhombic,mp-30539
TiSnPt,0.16022,cubic,mp-30847
Pr(PO3)3,0.12051,orthorhombic,mp-30957
Nd2TeO6,0.34191,orthorhombic,mp-31318
TaSbRu,1.16173,cubic,mp-31454
VSbRu,2.145443333,cubic,mp-31455
V(PO3)4,0.130499481,monoclinic,mp-32509
Tl9SbTe6,2.332911732,tetragonal,mp-34292
ScNiSb,0.128773333,cubic,mp-3432
Sr(SmS2)2,0.438595,tetragonal,mp-34508
NbSbO4,8.088503481,orthorhombic,mp-3491
ZrSO,0.58181,cubic,mp-3519
Sr(YS2)2,0.647625,tetragonal,mp-35746
Sn(PS3)2,0.124307233,trigonal,mp-36381
P2S2O3,0.033502719,tetragonal,mp-3667
TbNiSb,0.285343333,cubic,mp-3716
Sr(PrS2)2,0.358865,tetragonal,mp-38240
Sr2Nb2O7,3.090840616,orthorhombic,mp-3870
TmNiSb,0.276043333,cubic,mp-4025
ZnSnP2,0.085665,tetragonal,mp-4175
ZnSiP2,0.11632,tetragonal,mp-4763
Tl3SbSe3,0.00482,cubic,mp-4876
Te2SO7,0.835689729,orthorhombic,mp-4906
YSbPt,0.461526667,cubic,mp-4964
NbSbRu,1.45031,cubic,mp-505297
Pb3SeO5,1.403551912,orthorhombic,mp-510293
Rb2V3O8,0.714987894,tetragonal,mp-510519
ReTeS,0.069246667,cubic,mp-5222
SrTa4O11,0.336895,hexagonal,mp-541462
ZnSO4,0.478606667,cubic,mp-545756
Rb3TaO8,0.54342,tetragonal,mp-5461
Tl3VS4,0.413673333,cubic,mp-5513
Nd4Se3O4,1.12533,orthorhombic,mp-553278
Na2Zn2O3,0.02634,tetragonal,mp-554845
TePbO3,0.930725986,tetragonal,mp-555021
Si(Sn3O4)2,0.387077177,hexagonal,mp-556100
Zn2SiO4,0.43894,tetragonal,mp-556163
V2Te2O9,2.147249894,orthorhombic,mp-556295
Ta2SnO6,2.661785951,monoclinic,mp-556489
SrZrO3,0.39229,cubic,mp-557203
Te2SO7,0.752116611,orthorhombic,mp-557480
Sc2TeO6,0.214884347,trigonal,mp-557773
Tl2SeO4,0.03573,orthorhombic,mp-559961
Rb6Si10O23,0.05242136,hexagonal,mp-561189
TlSbSe2,0,monoclinic,mp-567318
Nb3Sb2Te5,0.04202,cubic,mp-569571
ScSbPd,0.316913333,cubic,mp-569779
SnPSe3,2.164348072,monoclinic,mp-570370
Tl3PO4,0.894032508,hexagonal,mp-5709
Sb2Pb2O7,0.551395558,orthorhombic,mp-633099
Sb2S2O9,0.2794,tetragonal,mp-638424
Nb2PS10,0.02008,orthorhombic,mp-648932
Tb2YbS4,0.422655,tetragonal,mp-673682
Sc3TaO7,0,orthorhombic,mp-674341
TiPb9O11,0.093661022,tetragonal,mp-674350
Yb(YS2)2,0.44747,tetragonal,mp-675293
Sm2PbS4,0.56688,tetragonal,mp-675511
Nd2PbS4,0.51475,tetragonal,mp-675620
Tb2PbS4,0.656,tetragonal,mp-675645
Yb(SmS2)2,0.3398,tetragonal,mp-675677
Y3TaO7,3.099818819,triclinic,mp-675821
Tl2SeO4,0,monoclinic,mp-675953
Sc3NbO7,0,monoclinic,mp-676300
Rb2SeO4,0.309179234,monoclinic,mp-677526
PbWO4,0.874999238,triclinic,mp-703260
ScSbPt,0.27531,cubic,mp-7173
Nd(PO3)3,0.12489,orthorhombic,mp-7264
Na3VO4,0.56122,tetragonal,mp-752917
Sc2TiO5,0.24404,orthorhombic,mp-753401
NbVO4,4.460237795,orthorhombic,mp-753679
Rb2SnO3,1.586071639,orthorhombic,mp-753798
RbTaO3,11.37144704,trigonal,mp-755018
TaVO4,0.20018,tetragonal,mp-755190
Sr4Sb2O,0,tetragonal,mp-755293
Na3VO4,1.190229971,orthorhombic,mp-755436
SmYO3,0.982146453,orthorhombic,mp-755685
Rb2ZrO3,0.996091706,orthorhombic,mp-756156
TaTl3S4,0.397503333,cubic,mp-7562
ZrSeO,0.32077,cubic,mp-756361
Rb4SnO3,0.466311832,monoclinic,mp-756570
Sm3NbO7,0.67002,orthorhombic,mp-756591
